id,stage,spoke,act,text,source,workstream,psych_axis,composite_vb
1,refusal,3,departure,I keep waiting for the perfect moment to start.,core,core,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=core | psych_axis=fear_vs_action] :: I keep waiting for the perfect moment to start.
532,refusal,3,departure,I buy identities off a catalogue and wonder why I feel empty.,fight_club_revisited,story,image_vs_integrity,[act=departure | stage=refusal | spoke=3 | source=fight_club_revisited | workstream=story | psych_axis=image_vs_integrity] :: I buy identities off a catalogue and wonder why I feel empty.
533,refusal,3,departure,"I substitute meaning with status, likes, and aesthetics.",fight_club_revisited,lmb,image_vs_integrity,"[act=departure | stage=refusal | spoke=3 | source=fight_club_revisited | workstream=lmb | psych_axis=image_vs_integrity] :: I substitute meaning with status, likes, and aesthetics."
534,refusal,3,departure,I process pain as spreadsheets and call it ‘professionalism.’,fight_club_revisited,career,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=fight_club_revisited | workstream=career | psych_axis=numbness_vs_presence] :: I process pain as spreadsheets and call it ‘professionalism.’
535,refusal,3,departure,"I numb out to survive, then resent the numbness.",fight_club_revisited,lmb,numbness_vs_presence,"[act=departure | stage=refusal | spoke=3 | source=fight_club_revisited | workstream=lmb | psych_axis=numbness_vs_presence] :: I numb out to survive, then resent the numbness."
536,call,2,departure,Insomnia becomes a message: the false life can’t let me rest.,fight_club_revisited,spiritual,comfort_vs_truth,[act=departure | stage=call | spoke=2 | source=fight_club_revisited | workstream=spiritual | psych_axis=comfort_vs_truth] :: Insomnia becomes a message: the false life can’t let me rest.
537,call,2,departure,I go looking for real feeling and end up borrowing suffering.,fight_club_revisited,lmb,comfort_vs_truth,[act=departure | stage=call | spoke=2 | source=fight_club_revisited | workstream=lmb | psych_axis=comfort_vs_truth] :: I go looking for real feeling and end up borrowing suffering.
538,call,2,departure,I realize the strongest addiction isn’t pleasure—it’s numbness.,fight_club_revisited,spiritual,numbness_vs_presence,[act=departure | stage=call | spoke=2 | source=fight_club_revisited | workstream=spiritual | psych_axis=numbness_vs_presence] :: I realize the strongest addiction isn’t pleasure—it’s numbness.
539,call,2,departure,A shadow-teacher appears: the part of me that refuses domestication.,fight_club_revisited,story,projection_vs_ownership,[act=departure | stage=call | spoke=2 | source=fight_club_revisited | workstream=story | psych_axis=projection_vs_ownership] :: A shadow-teacher appears: the part of me that refuses domestication.
540,call,2,departure,"I hear the diagnosis: my great war is spiritual, not social.",fight_club_revisited,spiritual,comfort_vs_truth,"[act=departure | stage=call | spoke=2 | source=fight_club_revisited | workstream=spiritual | psych_axis=comfort_vs_truth] :: I hear the diagnosis: my great war is spiritual, not social."
541,threshold,5,departure,I accept pain as a doorway back to presence—sensation over sedation.,fight_club_revisited,lmb,numbness_vs_presence,[act=departure | stage=threshold | spoke=5 | source=fight_club_revisited | workstream=lmb | psych_axis=numbness_vs_presence] :: I accept pain as a doorway back to presence—sensation over sedation.
542,threshold,5,departure,I let my constructed identity burn so something real can breathe.,fight_club_revisited,spiritual,image_vs_integrity,[act=departure | stage=threshold | spoke=5 | source=fight_club_revisited | workstream=spiritual | psych_axis=image_vs_integrity] :: I let my constructed identity burn so something real can breathe.
543,threshold,5,departure,I stop asking what I should be and start meeting what I am.,fight_club_revisited,lmb,projection_vs_ownership,[act=departure | stage=threshold | spoke=5 | source=fight_club_revisited | workstream=lmb | psych_axis=projection_vs_ownership] :: I stop asking what I should be and start meeting what I am.
544,tests,6,initiation,I confront the persona: the mask that makes a good impression while hiding the self.,fight_club_revisited,spiritual,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=spiritual | psych_axis=image_vs_integrity] :: I confront the persona: the mask that makes a good impression while hiding the self.
545,tests,6,initiation,I notice how quickly ‘freedom’ can become another performance.,fight_club_revisited,lmb,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=lmb | psych_axis=image_vs_integrity] :: I notice how quickly ‘freedom’ can become another performance.
546,tests,6,initiation,I learn the shadow doesn’t vanish when ignored—it grows denser.,fight_club_revisited,spiritual,projection_vs_ownership,[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=spiritual | psych_axis=projection_vs_ownership] :: I learn the shadow doesn’t vanish when ignored—it grows denser.
547,tests,6,initiation,"I see my shadow traits as energy to integrate, not an enemy to exile.",fight_club_revisited,lmb,projection_vs_ownership,"[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=lmb | psych_axis=projection_vs_ownership] :: I see my shadow traits as energy to integrate, not an enemy to exile."
548,tests,6,initiation,I watch belonging seduce men with empty vaults; hunger joins tribes.,fight_club_revisited,story,mentorship_vs_dependence,[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=story | psych_axis=mentorship_vs_dependence] :: I watch belonging seduce men with empty vaults; hunger joins tribes.
549,tests,6,initiation,I notice how rules multiply when fear takes over a movement.,fight_club_revisited,career,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=fight_club_revisited | workstream=career | psych_axis=structure_vs_freedom] :: I notice how rules multiply when fear takes over a movement.
550,allies,6,initiation,A brotherhood forms: men seeking meaning in a world that numbed them.,fight_club_revisited,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=fight_club_revisited | workstream=story | psych_axis=ego_vs_service] :: A brotherhood forms: men seeking meaning in a world that numbed them.
551,allies,6,initiation,A mirror-woman appears: she exposes my fraud and wakes my feeling.,fight_club_revisited,dating,image_vs_integrity,[act=initiation | stage=allies | spoke=6 | source=fight_club_revisited | workstream=dating | psych_axis=image_vs_integrity] :: A mirror-woman appears: she exposes my fraud and wakes my feeling.
552,allies,6,initiation,I accept witnesses who see me without feeding my ego.,fight_club_revisited,lmb,mentorship_vs_dependence,[act=initiation | stage=allies | spoke=6 | source=fight_club_revisited | workstream=lmb | psych_axis=mentorship_vs_dependence] :: I accept witnesses who see me without feeding my ego.
553,approach,7,initiation,I ask the real question: what am I willing to suffer for—and why?,fight_club_revisited,spiritual,ego_vs_discipline,[act=initiation | stage=approach | spoke=7 | source=fight_club_revisited | workstream=spiritual | psych_axis=ego_vs_discipline] :: I ask the real question: what am I willing to suffer for—and why?
554,approach,7,initiation,"I recognize initiation hunger: without rites, men invent them.",fight_club_revisited,story,practice_vs_fantasy,"[act=initiation | stage=approach | spoke=7 | source=fight_club_revisited | workstream=story | psych_axis=practice_vs_fantasy] :: I recognize initiation hunger: without rites, men invent them."
555,approach,7,initiation,"I plan to channel aggression into craft: lift, build, ship—don’t vandalize.",fight_club_revisited,career,practice_vs_fantasy,"[act=initiation | stage=approach | spoke=7 | source=fight_club_revisited | workstream=career | psych_axis=practice_vs_fantasy] :: I plan to channel aggression into craft: lift, build, ship—don’t vandalize."
556,approach,7,initiation,"I tighten criteria: authenticity without destruction, freedom without cult.",fight_club_revisited,spiritual,structure_vs_freedom,"[act=initiation | stage=approach | spoke=7 | source=fight_club_revisited | workstream=spiritual | psych_axis=structure_vs_freedom] :: I tighten criteria: authenticity without destruction, freedom without cult."
557,ordeal,8,initiation,I meet the split: the compliant worker vs the anarchist savior.,fight_club_revisited,story,projection_vs_ownership,[act=initiation | stage=ordeal | spoke=8 | source=fight_club_revisited | workstream=story | psych_axis=projection_vs_ownership] :: I meet the split: the compliant worker vs the anarchist savior.
558,ordeal,8,initiation,I realize the shadow can colonize me if I worship it as ‘truth.’,fight_club_revisited,spiritual,projection_vs_ownership,[act=initiation | stage=ordeal | spoke=8 | source=fight_club_revisited | workstream=spiritual | psych_axis=projection_vs_ownership] :: I realize the shadow can colonize me if I worship it as ‘truth.’
559,ordeal,8,initiation,I see radicalization: anger given structure becomes obedience.,fight_club_revisited,story,structure_vs_freedom,[act=initiation | stage=ordeal | spoke=8 | source=fight_club_revisited | workstream=story | psych_axis=structure_vs_freedom] :: I see radicalization: anger given structure becomes obedience.
560,ordeal,8,initiation,"I face the cost: when a friend dies, ideology tries to turn him into a symbol.",fight_club_revisited,spiritual,image_vs_integrity,"[act=initiation | stage=ordeal | spoke=8 | source=fight_club_revisited | workstream=spiritual | psych_axis=image_vs_integrity] :: I face the cost: when a friend dies, ideology tries to turn him into a symbol."
561,ordeal,8,initiation,I watch ‘liberation’ become dehumanizing; the revolution mirrors the prison.,fight_club_revisited,spiritual,domination_vs_compassion,[act=initiation | stage=ordeal | spoke=8 | source=fight_club_revisited | workstream=spiritual | psych_axis=domination_vs_compassion] :: I watch ‘liberation’ become dehumanizing; the revolution mirrors the prison.
562,reward,9,initiation,"I learn shadow integration: dialogue, not domination.",fight_club_revisited,spiritual,domination_vs_compassion,"[act=initiation | stage=reward | spoke=9 | source=fight_club_revisited | workstream=spiritual | psych_axis=domination_vs_compassion] :: I learn shadow integration: dialogue, not domination."
563,reward,9,initiation,I reclaim emotion without outsourcing it to a mask.,fight_club_revisited,lmb,numbness_vs_presence,[act=initiation | stage=reward | spoke=9 | source=fight_club_revisited | workstream=lmb | psych_axis=numbness_vs_presence] :: I reclaim emotion without outsourcing it to a mask.
564,reward,9,initiation,I see projection clearly: what I externalize is usually mine.,fight_club_revisited,spiritual,projection_vs_ownership,[act=initiation | stage=reward | spoke=9 | source=fight_club_revisited | workstream=spiritual | psych_axis=projection_vs_ownership] :: I see projection clearly: what I externalize is usually mine.
565,return,10,return,I stop using rage as identity and start using it as fuel for disciplined action.,fight_club_revisited,lmb,ego_vs_discipline,[act=return | stage=return | spoke=10 | source=fight_club_revisited | workstream=lmb | psych_axis=ego_vs_discipline] :: I stop using rage as identity and start using it as fuel for disciplined action.
566,return,10,return,"I rebuild my life around real connection, not curated self-image.",fight_club_revisited,dating,image_vs_integrity,"[act=return | stage=return | spoke=10 | source=fight_club_revisited | workstream=dating | psych_axis=image_vs_integrity] :: I rebuild my life around real connection, not curated self-image."
567,return,10,return,I choose craft over chaos: systems that outlast moods.,fight_club_revisited,career,chaos_vs_structure,[act=return | stage=return | spoke=10 | source=fight_club_revisited | workstream=career | psych_axis=chaos_vs_structure] :: I choose craft over chaos: systems that outlast moods.
568,integration,11,return,I can hold the shadow’s fire without letting it burn the house down.,fight_club_revisited,lmb,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=fight_club_revisited | workstream=lmb | psych_axis=domination_vs_compassion] :: I can hold the shadow’s fire without letting it burn the house down.
569,integration,11,return,"I accept wholeness: light and dark conscious, restrained, and directed.",fight_club_revisited,spiritual,domination_vs_compassion,"[act=return | stage=integration | spoke=11 | source=fight_club_revisited | workstream=spiritual | psych_axis=domination_vs_compassion] :: I accept wholeness: light and dark conscious, restrained, and directed."
570,elixir,12,return,"I leave a warning and a map: face the emptiness now, or it will become fate.",fight_club_revisited,spiritual,comfort_vs_truth,"[act=return | stage=elixir | spoke=12 | source=fight_club_revisited | workstream=spiritual | psych_axis=comfort_vs_truth] :: I leave a warning and a map: face the emptiness now, or it will become fate."
571,refusal,3,departure,"I believe I’m free, but I still choose what the system predicts.",matrix_architect,story,structure_vs_freedom,"[act=departure | stage=refusal | spoke=3 | source=matrix_architect | workstream=story | psych_axis=structure_vs_freedom] :: I believe I’m free, but I still choose what the system predicts."
572,refusal,3,departure,I mistake probability for destiny and call it fate.,matrix_architect,spiritual,certainty_vs_trust,[act=departure | stage=refusal | spoke=3 | source=matrix_architect | workstream=spiritual | psych_axis=certainty_vs_trust] :: I mistake probability for destiny and call it fate.
573,refusal,3,departure,I hide inside rational analysis so I don’t have to feel.,matrix_architect,lmb,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=matrix_architect | workstream=lmb | psych_axis=numbness_vs_presence] :: I hide inside rational analysis so I don’t have to feel.
574,call,2,departure,The Architect reveals the pattern: even rebellion can be engineered.,matrix_architect,story,structure_vs_freedom,[act=departure | stage=call | spoke=2 | source=matrix_architect | workstream=story | psych_axis=structure_vs_freedom] :: The Architect reveals the pattern: even rebellion can be engineered.
575,call,2,departure,I see that control often disguises itself as order.,matrix_architect,career,control_vs_autonomy,[act=departure | stage=call | spoke=2 | source=matrix_architect | workstream=career | psych_axis=control_vs_autonomy] :: I see that control often disguises itself as order.
576,call,2,departure,The question lands: will I choose love over systemic efficiency?,matrix_architect,spiritual,attachment_vs_love,[act=departure | stage=call | spoke=2 | source=matrix_architect | workstream=spiritual | psych_axis=attachment_vs_love] :: The question lands: will I choose love over systemic efficiency?
577,threshold,5,departure,I reject the calculated path and follow the human one instead.,matrix_architect,lmb,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=matrix_architect | workstream=lmb | psych_axis=control_vs_autonomy] :: I reject the calculated path and follow the human one instead.
578,threshold,5,departure,I choose the anomaly—care over compliance.,matrix_architect,spiritual,domination_vs_compassion,[act=departure | stage=threshold | spoke=5 | source=matrix_architect | workstream=spiritual | psych_axis=domination_vs_compassion] :: I choose the anomaly—care over compliance.
579,tests,6,initiation,I learn that systems adapt to resistance; freedom requires awareness of structure.,matrix_architect,career,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=matrix_architect | workstream=career | psych_axis=structure_vs_freedom] :: I learn that systems adapt to resistance; freedom requires awareness of structure.
580,tests,6,initiation,I confront the illusion of choice when all options serve the same master.,matrix_architect,story,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=matrix_architect | workstream=story | psych_axis=structure_vs_freedom] :: I confront the illusion of choice when all options serve the same master.
581,tests,6,initiation,I notice how institutions preserve themselves before they preserve truth.,matrix_architect,career,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=matrix_architect | workstream=career | psych_axis=structure_vs_freedom] :: I notice how institutions preserve themselves before they preserve truth.
582,approach,7,initiation,I prepare to act without guarantees; uncertainty becomes the proving ground.,matrix_architect,lmb,certainty_vs_trust,[act=initiation | stage=approach | spoke=7 | source=matrix_architect | workstream=lmb | psych_axis=certainty_vs_trust] :: I prepare to act without guarantees; uncertainty becomes the proving ground.
583,ordeal,8,initiation,I face the choice between saving the many or honoring the one I love.,matrix_architect,spiritual,attachment_vs_love,[act=initiation | stage=ordeal | spoke=8 | source=matrix_architect | workstream=spiritual | psych_axis=attachment_vs_love] :: I face the choice between saving the many or honoring the one I love.
584,reward,9,initiation,I learn that authentic choice disrupts even perfect equations.,matrix_architect,story,control_vs_autonomy,[act=initiation | stage=reward | spoke=9 | source=matrix_architect | workstream=story | psych_axis=control_vs_autonomy] :: I learn that authentic choice disrupts even perfect equations.
585,return,10,return,"I bring back the insight: systems are powerful, but they are not ultimate.",matrix_architect,spiritual,structure_vs_freedom,"[act=return | stage=return | spoke=10 | source=matrix_architect | workstream=spiritual | psych_axis=structure_vs_freedom] :: I bring back the insight: systems are powerful, but they are not ultimate."
586,integration,11,return,I hold logic and compassion together without collapsing into either.,matrix_architect,lmb,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=matrix_architect | workstream=lmb | psych_axis=domination_vs_compassion] :: I hold logic and compassion together without collapsing into either.
587,elixir,12,return,I teach the lesson: awareness of structure is the first step toward freedom.,matrix_architect,career,structure_vs_freedom,[act=return | stage=elixir | spoke=12 | source=matrix_architect | workstream=career | psych_axis=structure_vs_freedom] :: I teach the lesson: awareness of structure is the first step toward freedom.
588,refusal,3,departure,I wait for prophecy instead of acting from conscience.,matrix_oracle,story,certainty_vs_trust,[act=departure | stage=refusal | spoke=3 | source=matrix_oracle | workstream=story | psych_axis=certainty_vs_trust] :: I wait for prophecy instead of acting from conscience.
589,call,2,departure,The Oracle reminds me: you already made the choice; now understand it.,matrix_oracle,spiritual,control_vs_autonomy,[act=departure | stage=call | spoke=2 | source=matrix_oracle | workstream=spiritual | psych_axis=control_vs_autonomy] :: The Oracle reminds me: you already made the choice; now understand it.
590,call,2,departure,I see that insight is not prediction—it’s clarity about my nature.,matrix_oracle,lmb,control_vs_autonomy,[act=departure | stage=call | spoke=2 | source=matrix_oracle | workstream=lmb | psych_axis=control_vs_autonomy] :: I see that insight is not prediction—it’s clarity about my nature.
591,threshold,5,departure,I step into responsibility for the decision I pretend hasn’t happened yet.,matrix_oracle,spiritual,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=matrix_oracle | workstream=spiritual | psych_axis=control_vs_autonomy] :: I step into responsibility for the decision I pretend hasn’t happened yet.
592,tests,6,initiation,I notice how belief shapes behavior long before evidence appears.,matrix_oracle,story,certainty_vs_trust,[act=initiation | stage=tests | spoke=6 | source=matrix_oracle | workstream=story | psych_axis=certainty_vs_trust] :: I notice how belief shapes behavior long before evidence appears.
593,tests,6,initiation,I confront my need for certainty and practice trust instead.,matrix_oracle,spiritual,certainty_vs_trust,[act=initiation | stage=tests | spoke=6 | source=matrix_oracle | workstream=spiritual | psych_axis=certainty_vs_trust] :: I confront my need for certainty and practice trust instead.
594,allies,6,initiation,"A guide offers cookies, not commandments; wisdom arrives gently.",matrix_oracle,story,mentorship_vs_dependence,"[act=initiation | stage=allies | spoke=6 | source=matrix_oracle | workstream=story | psych_axis=mentorship_vs_dependence] :: A guide offers cookies, not commandments; wisdom arrives gently."
595,approach,7,initiation,I prepare by knowing myself rather than predicting outcomes.,matrix_oracle,lmb,control_vs_autonomy,[act=initiation | stage=approach | spoke=7 | source=matrix_oracle | workstream=lmb | psych_axis=control_vs_autonomy] :: I prepare by knowing myself rather than predicting outcomes.
596,ordeal,8,initiation,I face the cost of believing I am powerless.,matrix_oracle,spiritual,control_vs_autonomy,[act=initiation | stage=ordeal | spoke=8 | source=matrix_oracle | workstream=spiritual | psych_axis=control_vs_autonomy] :: I face the cost of believing I am powerless.
597,reward,9,initiation,I recognize that freedom begins with self-knowledge.,matrix_oracle,lmb,control_vs_autonomy,[act=initiation | stage=reward | spoke=9 | source=matrix_oracle | workstream=lmb | psych_axis=control_vs_autonomy] :: I recognize that freedom begins with self-knowledge.
598,return,10,return,I act with calm certainty; I don’t need to announce my destiny.,matrix_oracle,spiritual,certainty_vs_trust,[act=return | stage=return | spoke=10 | source=matrix_oracle | workstream=spiritual | psych_axis=certainty_vs_trust] :: I act with calm certainty; I don’t need to announce my destiny.
599,integration,11,return,I hold paradox: fate and free will dance in the same room.,matrix_oracle,spiritual,certainty_vs_trust,[act=return | stage=integration | spoke=11 | source=matrix_oracle | workstream=spiritual | psych_axis=certainty_vs_trust] :: I hold paradox: fate and free will dance in the same room.
600,elixir,12,return,I pass on the teaching: know thyself before you try to change the world.,matrix_oracle,spiritual,ego_vs_service,[act=return | stage=elixir | spoke=12 | source=matrix_oracle | workstream=spiritual | psych_axis=ego_vs_service] :: I pass on the teaching: know thyself before you try to change the world.
601,refusal,3,departure,I see the world as hostile code and decide domination is safety.,agent_smith,story,domination_vs_compassion,[act=departure | stage=refusal | spoke=3 | source=agent_smith | workstream=story | psych_axis=domination_vs_compassion] :: I see the world as hostile code and decide domination is safety.
602,call,2,departure,Smith names humanity a virus; I confront my own contempt.,agent_smith,spiritual,domination_vs_compassion,[act=departure | stage=call | spoke=2 | source=agent_smith | workstream=spiritual | psych_axis=domination_vs_compassion] :: Smith names humanity a virus; I confront my own contempt.
603,threshold,5,departure,I feel the temptation to reduce people to problems.,agent_smith,lmb,domination_vs_compassion,[act=departure | stage=threshold | spoke=5 | source=agent_smith | workstream=lmb | psych_axis=domination_vs_compassion] :: I feel the temptation to reduce people to problems.
604,tests,6,initiation,I notice how hatred simplifies complexity into targets.,agent_smith,spiritual,domination_vs_compassion,[act=initiation | stage=tests | spoke=6 | source=agent_smith | workstream=spiritual | psych_axis=domination_vs_compassion] :: I notice how hatred simplifies complexity into targets.
605,tests,6,initiation,I see how resentment multiplies like self-replicating code.,agent_smith,story,domination_vs_compassion,[act=initiation | stage=tests | spoke=6 | source=agent_smith | workstream=story | psych_axis=domination_vs_compassion] :: I see how resentment multiplies like self-replicating code.
606,approach,7,initiation,I prepare to face the part of me that wants annihilation over dialogue.,agent_smith,lmb,domination_vs_compassion,[act=initiation | stage=approach | spoke=7 | source=agent_smith | workstream=lmb | psych_axis=domination_vs_compassion] :: I prepare to face the part of me that wants annihilation over dialogue.
607,ordeal,8,initiation,I meet the mirror: the enemy is my unintegrated will to control.,agent_smith,spiritual,control_vs_autonomy,[act=initiation | stage=ordeal | spoke=8 | source=agent_smith | workstream=spiritual | psych_axis=control_vs_autonomy] :: I meet the mirror: the enemy is my unintegrated will to control.
608,reward,9,initiation,I learn that surrender to truth dissolves the need to dominate.,agent_smith,spiritual,domination_vs_compassion,[act=initiation | stage=reward | spoke=9 | source=agent_smith | workstream=spiritual | psych_axis=domination_vs_compassion] :: I learn that surrender to truth dissolves the need to dominate.
609,return,10,return,I stop fighting shadows externally and integrate them internally.,agent_smith,lmb,projection_vs_ownership,[act=return | stage=return | spoke=10 | source=agent_smith | workstream=lmb | psych_axis=projection_vs_ownership] :: I stop fighting shadows externally and integrate them internally.
610,integration,11,return,I hold power without contempt; strength without dehumanization.,agent_smith,spiritual,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=agent_smith | workstream=spiritual | psych_axis=domination_vs_compassion] :: I hold power without contempt; strength without dehumanization.
611,elixir,12,return,I bring back a warning: what you hate most can become what you become.,agent_smith,spiritual,projection_vs_ownership,[act=return | stage=elixir | spoke=12 | source=agent_smith | workstream=spiritual | psych_axis=projection_vs_ownership] :: I bring back a warning: what you hate most can become what you become.
612,return,10,return,"I see the sky change color; the world is still structured, but now I can move within it.",matrix_ending,story,structure_vs_freedom,"[act=return | stage=return | spoke=10 | source=matrix_ending | workstream=story | psych_axis=structure_vs_freedom] :: I see the sky change color; the world is still structured, but now I can move within it."
613,integration,11,return,"I fly not as escape, but as symbol: consciousness untethered from fear.",matrix_ending,spiritual,fear_vs_action,"[act=return | stage=integration | spoke=11 | source=matrix_ending | workstream=spiritual | psych_axis=fear_vs_action] :: I fly not as escape, but as symbol: consciousness untethered from fear."
614,elixir,12,return,I leave a promise: the system can be transformed from the inside when enough minds awaken.,matrix_ending,spiritual,ego_vs_service,[act=return | stage=elixir | spoke=12 | source=matrix_ending | workstream=spiritual | psych_axis=ego_vs_service] :: I leave a promise: the system can be transformed from the inside when enough minds awaken.
615,threshold,5,departure,Awakening begins with discomfort.,matrix_atoms,spiritual,comfort_vs_truth,[act=departure | stage=threshold | spoke=5 | source=matrix_atoms | workstream=spiritual | psych_axis=comfort_vs_truth] :: Awakening begins with discomfort.
616,threshold,5,departure,Pain is proof the illusion is cracking.,matrix_atoms,spiritual,comfort_vs_truth,[act=departure | stage=threshold | spoke=5 | source=matrix_atoms | workstream=spiritual | psych_axis=comfort_vs_truth] :: Pain is proof the illusion is cracking.
617,tests,6,initiation,Comfort can be a control mechanism.,matrix_atoms,lmb,control_vs_autonomy,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=lmb | psych_axis=control_vs_autonomy] :: Comfort can be a control mechanism.
618,tests,6,initiation,Reassurance can delay autonomy.,matrix_atoms,lmb,certainty_vs_trust,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=lmb | psych_axis=certainty_vs_trust] :: Reassurance can delay autonomy.
619,tests,6,initiation,Guidance and manipulation can feel identical.,matrix_atoms,spiritual,mentorship_vs_dependence,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=spiritual | psych_axis=mentorship_vs_dependence] :: Guidance and manipulation can feel identical.
620,tests,6,initiation,Access is not freedom.,matrix_atoms,career,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=career | psych_axis=structure_vs_freedom] :: Access is not freedom.
621,tests,6,initiation,Causality can masquerade as inevitability.,matrix_atoms,spiritual,certainty_vs_trust,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=spiritual | psych_axis=certainty_vs_trust] :: Causality can masquerade as inevitability.
622,tests,6,initiation,Participation sustains the system.,matrix_atoms,career,structure_vs_freedom,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=career | psych_axis=structure_vs_freedom] :: Participation sustains the system.
623,tests,6,initiation,Labels classify but do not connect.,matrix_atoms,lmb,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=lmb | psych_axis=image_vs_integrity] :: Labels classify but do not connect.
624,tests,6,initiation,Identity can be assigned before it is chosen.,matrix_atoms,lmb,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=lmb | psych_axis=image_vs_integrity] :: Identity can be assigned before it is chosen.
625,tests,6,initiation,Belief shapes perception before evidence appears.,matrix_atoms,spiritual,certainty_vs_trust,[act=initiation | stage=tests | spoke=6 | source=matrix_atoms | workstream=spiritual | psych_axis=certainty_vs_trust] :: Belief shapes perception before evidence appears.
626,approach,7,initiation,True choice disrupts prediction.,matrix_atoms,story,control_vs_autonomy,[act=initiation | stage=approach | spoke=7 | source=matrix_atoms | workstream=story | psych_axis=control_vs_autonomy] :: True choice disrupts prediction.
627,approach,7,initiation,Freedom requires structural awareness.,matrix_atoms,career,structure_vs_freedom,[act=initiation | stage=approach | spoke=7 | source=matrix_atoms | workstream=career | psych_axis=structure_vs_freedom] :: Freedom requires structural awareness.
628,approach,7,initiation,Autonomy begins with self-knowledge.,matrix_atoms,spiritual,control_vs_autonomy,[act=initiation | stage=approach | spoke=7 | source=matrix_atoms | workstream=spiritual | psych_axis=control_vs_autonomy] :: Autonomy begins with self-knowledge.
629,approach,7,initiation,Systems preserve themselves first.,matrix_atoms,career,structure_vs_freedom,[act=initiation | stage=approach | spoke=7 | source=matrix_atoms | workstream=career | psych_axis=structure_vs_freedom] :: Systems preserve themselves first.
630,ordeal,8,initiation,Hatred simplifies complexity into targets.,matrix_atoms,spiritual,domination_vs_compassion,[act=initiation | stage=ordeal | spoke=8 | source=matrix_atoms | workstream=spiritual | psych_axis=domination_vs_compassion] :: Hatred simplifies complexity into targets.
631,ordeal,8,initiation,Control is fear seeking certainty.,matrix_atoms,lmb,certainty_vs_trust,[act=initiation | stage=ordeal | spoke=8 | source=matrix_atoms | workstream=lmb | psych_axis=certainty_vs_trust] :: Control is fear seeking certainty.
632,ordeal,8,initiation,Attachment can masquerade as love.,matrix_atoms,dating,attachment_vs_love,[act=initiation | stage=ordeal | spoke=8 | source=matrix_atoms | workstream=dating | psych_axis=attachment_vs_love] :: Attachment can masquerade as love.
633,ordeal,8,initiation,Rebellion without awareness becomes obedience.,matrix_atoms,story,structure_vs_freedom,[act=initiation | stage=ordeal | spoke=8 | source=matrix_atoms | workstream=story | psych_axis=structure_vs_freedom] :: Rebellion without awareness becomes obedience.
634,ordeal,8,initiation,Domination is insecurity wearing armor.,matrix_atoms,spiritual,domination_vs_compassion,[act=initiation | stage=ordeal | spoke=8 | source=matrix_atoms | workstream=spiritual | psych_axis=domination_vs_compassion] :: Domination is insecurity wearing armor.
635,reward,9,initiation,Compassion interrupts control.,matrix_atoms,spiritual,domination_vs_compassion,[act=initiation | stage=reward | spoke=9 | source=matrix_atoms | workstream=spiritual | psych_axis=domination_vs_compassion] :: Compassion interrupts control.
636,reward,9,initiation,Restraint is strength under tension.,matrix_atoms,lmb,ego_vs_discipline,[act=initiation | stage=reward | spoke=9 | source=matrix_atoms | workstream=lmb | psych_axis=ego_vs_discipline] :: Restraint is strength under tension.
637,reward,9,initiation,Presence dissolves panic.,matrix_atoms,lmb,numbness_vs_presence,[act=initiation | stage=reward | spoke=9 | source=matrix_atoms | workstream=lmb | psych_axis=numbness_vs_presence] :: Presence dissolves panic.
638,reward,9,initiation,Clarity weakens manipulation.,matrix_atoms,spiritual,projection_vs_ownership,[act=initiation | stage=reward | spoke=9 | source=matrix_atoms | workstream=spiritual | psych_axis=projection_vs_ownership] :: Clarity weakens manipulation.
